business_id,industry_sector,business_age_years,region_parish,annual_revenue,revenue_growth_yoy,profit_margin,avg_bank_balance,cash_to_monthly_expense_ratio,overdraft_days_last_12m,loan_amount_outstanding,debt_to_revenue,interest_rate_weighted_avg,term_months_remaining,days_past_due_max_last_12m,num_active_loans,num_employees,total_payroll_last_12m,missed_payroll_count_last_12m,payroll_growth_yoy,credit_score_business,num_returned_payments_last_12m,has_tax_lien,prior_default_or_bankruptcy,avg_monthly_card_spend,card_spend_growth_yoy,utilization_rate_card,days_late_card_payment_max_last_12m,igs_spend_growth_tract,igs_new_businesses_growth_tract,igs_small_business_loans_growth_tract,igs_personal_income_growth_tract,igs_spending_per_capita_growth_tract,igs_labor_market_engagement_index,igs_minority_women_owned_pct,igs_commercial_diversity_pct,igs_tract_population,igs_median_income_tract,revenue_growth_vs_tract_benchmark,spending_growth_vs_tract_benchmark,labor_market_health_score,risk_score,default_flag
100836,Construction,8.3,St. Tammany,912726,0.0482,0.1676,51681.02,0.82,0,1491906,1.6346,0.035,60,0,1,4,445741.59,0,0.145,821,0,0,0,1100.02,0.0826,0.0969,0,-0.0008,-0.0953,-0.1708,0.1592,-0.1275,34.7,0.1708,0.0155,6633,22000,0.1435,0.0834,31.98,36,0
100837,Technology,15.5,Jefferson,554363,0.1719,0.2837,13548.27,0.41,0,846454,1.5269,0.0382,60,0,1,3,237502.18,0,0.1334,837,0,0,0,0,,,0,0.1485,-0.1898,0.215,0.0145,0.0461,31.3,0.1007,0.0197,7582,43685,0.3617,-0.1485,10.74,16,0
100838,Construction,3,Ouachita,3785564,0.3937,0.1482,227221.28,0.85,0,1001074,0.2644,0.0383,24,0,1,74,1352566.56,0,0.4734,824,0,0,0,0,,,0,-0.05,-0.0045,-0.0705,0.2431,-0.025,53.2,0.1266,0.0125,8636,23376,0.3982,0.05,56,0,0
100839,Professional Services,4.1,East Baton Rouge,438147,0.0174,0.0396,19509.96,0.56,0,184305,0.4206,0.0736,60,0,1,4,232477.89,0,0.1194,757,0,0,0,1954.79,0.0745,0.264,0,0.2391,-0.0329,-0.0472,0.129,0.257,39.8,0.0825,0.0193,7629,30842,0.0503,-0.1646,35.14,37,0
100840,Professional Services,12,Lafayette,279894,-0.0194,0.2648,19252.48,1.12,0,346560,1.2382,0.0378,36,15,5,2,119417.38,1,-0.0325,774,0,0,0,0,,,0,0.0408,0.0476,-0.0889,-0.0557,0.0836,63.8,0.2572,0.0078,6561,50452,-0.067,-0.0408,35.09,50,0
100841,Retail,12.1,St. Tammany,175761,-0.5571,0.2913,8580.36,0.83,0,172163,0.9795,0.0451,24,0,3,1,,0,-0.5,757,0,0,0,1242.33,-0.6,0.0922,0,-0.0952,-0.0178,-0.1623,-0.0068,-0.0497,61.3,0.3267,0.0176,5002,71306,-0.5393,-0.5048,35.21,43,0
100842,Professional Services,11.9,East Baton Rouge,87865,0.0791,0.1122,3979.2,0.61,0,0,0,0.0562,0,0,0,1,25384.03,0,0.0422,738,1,0,0,375.45,0.1478,0.3533,0,-0.0243,0.0038,-0.2028,0.0761,0.0145,63.7,0.1238,0.0236,5464,44251,0.0753,0.1721,46.02,32,0
100843,Retail,9.3,Orleans,685863,0.0361,0.1131,38463.37,0.76,0,578005,0.8427,0.0441,12,0,1,3,242954.1,0,0.0293,839,0,0,0,0,,,0,0.2429,-0.0679,-0.2126,0.0489,-0.0413,67.1,0.2214,0.0122,3484,54949,0.104,-0.2429,41.76,20,0
100844,Agriculture,13.9,Lafayette,2214456,0.0335,0.2132,72993.99,0.5,0,3567725,1.6111,0.035,24,0,1,17,965444.05,0,0.0032,850,0,0,0,8172.01,0.0142,0.1139,0,0.0826,-0.0238,-0.2136,0.0633,0.0305,44.7,0.2231,0.0241,7337,45519,0.0573,-0.0684,31.96,28,0
100845,Retail,17.2,Orleans,637056,0.3613,0.2818,38523.91,,0,559896,0.8789,0.0509,60,0,1,6,274167.32,0,0.3655,833,0,0,0,0,,,0,0.027,-0.0525,0.0759,0.1352,-0.1085,49.5,0.137,0.0063,7880,78572,0.4138,-0.027,40.6,0,0
100846,Construction,15.7,Rapides,986569,0.1501,0.2702,49788.96,0.83,0,1686088,1.709,0.0415,48,0,1,22,307733.3,0,0.1567,774,0,0,0,0,,,0,-0.0322,-0.0836,-0.3019,0.0928,0.1803,67.2,0.1439,0.0212,5021,55325,0.2337,0.0322,45.42,32,0
100847,Retail,4.6,Calcasieu,528759,-0.0615,0.1322,66991.62,1.75,0,549287,1.0388,0.0363,60,0,2,4,197920.79,0,-0.0385,782,1,0,0,873.5,-0.1744,0.7709,0,0.2423,-0.1105,0.2971,-0.0725,0.0851,61.3,0.1855,0.0224,2825,72092,0.049,-0.4167,24,52,0
100848,Agriculture,5.6,Jefferson,523927,-0.1693,0.0172,17105.83,0.4,0,545668,1.0415,0.0852,84,90,1,6,,0,-0.1963,643,0,0,0,1039.03,-0.1392,0.3058,10,0.1024,0.0612,0.1215,-0.0272,-0.0166,55.2,0.2841,0.01,7243,23670,-0.2305,-0.2416,33.46,100,1
100849,Healthcare,7.7,St. Tammany,772637,-0.2246,0.2581,39141.31,0.82,0,334704,0.4332,0.0462,60,0,2,3,298058.19,0,-0.2472,850,0,0,0,0,,,0,0.1034,-0.0132,-0.2238,-0.003,0.1836,35.6,0.183,0.0084,2324,40992,-0.2114,-0.1034,20.4,4,0
100850,Professional Services,3.2,Lafayette,156398,-0.068,0.0328,6684.66,0.53,0,268292,1.7154,0.0723,60,0,2,1,,1,-0.0776,772,0,0,1,183.43,-0.0536,0.192,0,0.1411,-0.0611,-0.0672,-0.139,-0.0064,35,0.1688,0.0246,4740,62996,-0.0069,-0.1947,4.04,100,1
100851,Retail,4.7,Calcasieu,196707,0.1123,0.2586,8688.1,0.71,7,30920,0.1572,0.039,60,90,1,1,64582.37,0,0.1231,708,0,0,0,0,,,0,-0.1955,-0.1047,0.1821,0.2214,0.1863,51.6,0.0598,0.0052,2458,55632,0.217,0.1955,47.86,53,0
100852,Manufacturing,6.9,Caddo,1426484,-0.4341,0.2641,119897.79,1.37,0,0,0,0.035,0,0,0,10,440026.74,0,-0.412,813,0,0,0,7690.17,-0.3593,0.1178,0,0.0204,-0.0793,0.052,0.1432,0.0733,49,0.2854,0.0073,3940,58651,-0.3548,-0.3797,39.75,8,0
100853,Food Services,4.8,Orleans,1352319,0.0003,0.0378,57539.83,0.53,0,678793,0.5019,0.0874,24,0,1,11,429826.52,0,-0.0463,744,0,0,0,5391.93,0.0559,0.6229,0,-0.1864,-0.0315,-0.3874,-0.1788,0.0305,63.5,0.0668,0.0052,6392,23697,0.0318,0.2423,18.65,48,0
100854,Real Estate,3.5,Rapides,1064642,0.2064,0.1567,,0.32,0,1032902,0.9702,0.0481,36,0,5,19,319119.37,1,0.2324,756,0,0,0,4585.79,0.4238,0.2922,0,0.2073,-0.1751,-0.2378,0.0426,0.151,46.3,0.2698,0.0155,8641,56481,0.3815,0.2165,23.28,52,0
100855,Food Services,5.4,Orleans,133188,-0.1978,0.2665,1409.46,0.17,8,168053,1.2618,0.035,36,30,1,1,70329.45,2,-0.2474,706,4,0,0,1328.58,-0.3039,0.2361,10,0.0642,0.0148,-0.0639,0.0719,-0.0082,81.3,0.1202,0.013,8415,22000,-0.2126,-0.3681,56.71,100,1
100856,Retail,20.1,East Baton Rouge,362251,-0.0092,0.344,8705.02,0.44,0,569571,1.5723,0.035,24,15,3,2,169168.24,1,0.0875,788,0,0,0,0,,,0,0.0853,-0.0166,-0.3008,0.1149,0.0764,49.8,0.4682,0.0075,5407,38528,0.0074,-0.0853,40.54,50,0
100857,Retail,21.3,Ouachita,836222,-0.1881,0.1502,45575.27,0.77,0,327297,0.3914,0.0793,24,15,1,6,306460.67,2,-0.3522,,0,0,0,0,,,0,-0.0865,-0.008,0.1034,0.0007,0.0297,33.1,0.1277,0.0206,6876,39208,-0.1801,0.0865,19.53,69,0
100858,Healthcare,3,Rapides,2359751,-0.5658,0.1166,81395.53,0.47,0,1009448,0.4278,0.0418,48,0,1,12,928820.97,0,-0.5,792,0,0,0,0,,,0,-0.1327,-0.0917,-0.0438,0.1316,0.0107,44.8,0.0454,0.0175,8541,87683,-0.4741,0.1327,35.46,41,0
100859,Healthcare,1.4,Rapides,2979667,-0.1461,0.179,242382.27,1.19,0,1770361,0.5941,0.0497,24,0,2,12,1358484.81,1,-0.0905,702,0,0,0,0,,,0,-0.0681,0.0084,-0.1519,-0.0809,-0.0879,22,0.1525,0.0171,4048,40694,-0.1545,0.0681,5.53,56,0
100860,Retail,6.6,Jefferson,376207,-0.204,0.3073,21059.94,,0,502987,1.337,0.0357,48,15,2,3,158374.11,1,-0.2928,752,0,0,0,0,,,0,0.1493,-0.0375,0.0155,0.05,0.0834,52.5,0.4022,0.0057,3145,68391,-0.1665,-0.1493,34.62,60,0
100861,Transportation,2.1,St. Tammany,644785,0.2005,0.0988,16731.99,0.35,0,0,0,0.0497,0,0,0,3,,0,0.2577,792,0,0,0,0,,,0,0.0767,-0.2449,0.0733,-0.0649,-0.047,39.3,0.2562,0.0099,8766,71954,0.4454,-0.0767,4.84,7,0
100862,Construction,3,Caddo,1050601,0.1357,-0.03,37476.29,0.42,5,1348398,1.2835,0.0922,60,30,1,5,485202.93,1,0.1375,662,0,0,0,0,,,0,0.147,-0.0176,0.0878,0.1148,-0.1137,36.5,0.2494,0.0162,2393,60715,0.1533,-0.147,32.5,100,1
100863,Healthcare,9.2,Caddo,587105,-0.1992,0.3789,38111.44,1.25,0,155867,0.2655,0.035,12,0,5,3,304437.57,0,-0.2303,807,0,0,0,633.09,-0.0576,0.3473,0,0.01,-0.0093,-0.0912,0.0413,0.0797,44.4,0.0844,0.0226,8568,47937,-0.1899,-0.0676,30.3,1,0
100864,Construction,4.3,Jefferson,896260,0.3144,0.122,36249.89,0.55,0,268316,0.2994,0.0793,36,0,1,16,224212,0,0.3732,796,0,0,0,953.29,0.2013,0.4207,0,0.1172,-0.0197,-0.1448,0.0953,-0.013,66.4,0.4432,0.0172,2094,23618,0.3341,0.0841,48.39,12,0
100865,Construction,16.8,Orleans,905664,0.1895,0.388,67468.27,1.46,0,284491,0.3141,0.035,48,0,3,11,421449.67,0,0.174,850,0,0,0,7683.44,0.1524,0.3587,0,0.0277,-0.0358,-0.124,0.096,0.2042,15,0.2026,0.022,6224,47377,0.2253,0.1247,16.81,0,0
100866,Healthcare,3.8,Tangipahoa,1764922,-0.0264,0.1048,57886.62,0.44,0,2929371,1.6598,0.0391,24,0,1,8,,0,0.0085,789,0,0,0,0,,,0,0.2551,0.1758,0.2894,0.0177,-0.1888,35.1,0.5755,0.021,4091,34036,-0.2022,-0.2551,31.62,51,0
100867,Retail,8.6,Calcasieu,136380,0.1026,0.2255,5466.17,0.62,0,180697,1.325,0.0463,24,0,1,1,71134.22,1,0.0786,742,0,0,0,745.8,0.0847,0.4025,0,0.1716,0.0478,-0.281,0.1355,0.0393,41,0.1552,0.0222,8062,36177,0.0548,-0.0869,40.54,60,0
100868,Retail,21.1,Tangipahoa,669929,-0.178,0.2393,24936.17,0.59,0,252196,0.3765,0.0582,24,30,3,6,,2,-0.1151,767,0,0,0,0,,,0,-0.1057,0.217,-0.2817,-0.0199,-0.0093,53.6,0.1273,0.0239,5996,61108,-0.395,0.1057,41.02,66,0
100869,Real Estate,4.2,East Baton Rouge,2035351,-0.5116,0.0721,8686.5,0.06,0,0,0,0.0753,0,0,0,27,753476.19,0,-0.5,736,0,0,0,16925.44,-0.6,0.2199,0,0.1756,0.1051,-0.1966,0.0608,0.0972,65.5,0.4111,0.0184,6550,22000,-0.6167,-0.7756,50.64,48,0
100870,Technology,1.7,Caddo,3208252,0.05,0.2699,68425.24,0.35,0,2267624,0.7068,0.0709,60,0,4,27,1651973.43,1,0.0195,,0,0,0,0,,,0,-0.1496,0.0779,-0.0825,-0.0432,-0.0797,46.8,0.2385,0.0148,3134,22000,-0.0279,0.1496,27.65,32,0
100871,Construction,2.7,St. Tammany,1378655,-0.2701,0.2016,84639.57,0.92,0,1787731,1.2967,0.0429,24,0,1,20,589161.3,,-0.3646,663,0,0,0,0,,,0,0.2237,-0.0927,-0.0924,0.0463,-0.0153,53.2,0.0384,0.0215,6582,65176,-0.1774,-0.2237,31.92,100,1
100872,Food Services,19,Ouachita,199672,-0.0199,0.2775,,0.08,0,288447,1.4446,0.043,36,0,4,1,84316.33,1,-0.0094,769,1,0,0,834.71,0.073,0.0806,0,-0.2029,0.1776,-0.5156,0.0539,0.1671,48.4,0.1532,0.0119,7438,40190,-0.1975,0.2759,43.31,62,0
100873,Professional Services,3.5,Orleans,541884,0.1204,0.2091,45269.04,1.27,0,0,0,0.05,0,0,0,5,262515.83,0,-0.0332,,0,0,0,2821.63,0.1269,0.2319,0,-0.0383,-0.0369,0.0286,-0.0356,-0.0346,69.5,0.0296,0.0076,6464,63642,0.1573,0.1652,36.29,5,0
100874,Construction,2.1,St. Tammany,2621326,-0.3976,0.05,52751.37,0.25,0,3709153,1.415,0.0896,48,60,1,24,,2,-0.3229,682,0,0,0,9720.31,-0.1394,0.2818,0,-0.107,-0.0319,-0.3045,0.1682,0.1767,40.5,0.0558,0.0066,2261,65024,-0.3657,-0.0324,39.53,100,1
100875,Retail,11.8,St. Tammany,290435,0.0755,0.2081,17160.47,0.9,0,183279,0.631,0.0466,48,0,1,2,128989.59,0,0.0243,778,1,0,0,2400.34,0.1842,0.3507,0,0.0646,0.1147,-0.2145,-0.0805,0.062,68,0.4617,0.0186,4797,43974,-0.0392,0.1196,38.48,29,0
100876,Retail,2,Lafayette,609852,0.2118,0.1192,33112.74,0.74,0,567435,0.9304,0.071,48,60,1,4,161635.41,0,0.3766,697,0,0,0,0,,,0,0.0957,-0.1461,-0.1607,-0.2091,-0.0175,39.1,0.254,0.011,8997,51526,0.3579,-0.0957,-4.76,62,0
100877,Manufacturing,7.1,Rapides,1091862,-0.4274,0.0927,18284.73,0.22,0,0,0,0.0469,0,0,0,5,401386.12,2,-0.5,752,0,0,0,2583.99,-0.4989,0.094,0,0.0824,0.0834,0.1713,0.048,0.0162,63.6,0.1275,0.0183,5574,88557,-0.5108,-0.5813,47.13,74,0
100878,Professional Services,1.7,Calcasieu,166152,0.1852,0.027,,0.83,0,290279,1.7471,0.0785,36,15,1,1,41574.43,0,0.1349,702,0,0,0,826.85,0.3564,0.8335,0,-0.2012,0.0975,0.0046,-0.0641,0.2881,63.2,0.4488,0.0083,7233,40749,0.0877,0.5576,36.39,84,1
100879,Retail,5,Rapides,344245,0.4478,-0.03,,0.23,16,508312,1.4766,0.0795,24,90,2,4,154317.31,1,0.3844,614,2,0,0,0,,,0,-0.284,-0.1615,-0.1381,-0.0151,0.1796,30.8,0.3287,0.0146,7652,61780,0.6093,0.284,8.89,100,1
100880,Food Services,14.5,St. Tammany,423868,-0.0261,0.1479,14010.79,0.47,0,0,0,0.0495,0,0,0,2,147160.7,1,-0.139,791,0,0,0,2404.2,-0.0823,0.2283,0,0.081,-0.1951,-0.1346,-0.1226,0.3018,29.9,0.1843,0.0238,4924,51541,0.169,-0.1633,-4.08,31,0
100881,Food Services,4,Jefferson,174107,0.1929,0.2945,5033.84,0.49,0,45535,0.2615,0.0419,24,0,2,1,89746.38,1,0.2935,775,0,0,0,0,,,0,0.0737,-0.048,-0.2557,0.0708,0.269,56.8,0.2904,0.0096,7447,48915,0.2409,-0.0737,38.76,16,0
100882,Manufacturing,1.8,Tangipahoa,518182,-0.191,-0.0519,29035.6,0.64,0,0,0,0.1127,0,0,0,5,276677.73,1,-0.2325,720,0,0,0,4801.18,-0.1943,0.4142,0,-0.0974,0.026,-0.0183,0.1359,-0.001,22.9,0.0634,0.0168,6326,54542,-0.217,-0.0969,28.63,70,0
100883,Retail,6.3,Lafayette,211258,0.2325,0.1499,16529.71,1.1,0,187652,0.8883,0.0435,24,0,1,1,110975.61,0,0.2096,758,0,0,0,0,,,0,-0.0087,0.1825,0.1198,0.0958,0.1479,61.6,0.0386,0.0168,7711,22000,0.05,0.0087,55.66,24,0
100884,Retail,9.6,Rapides,594644,0.1422,0.1997,4462.02,0.11,0,0,0,0.037,0,0,0,3,219108.72,3,0.122,680,1,0,0,5654.13,0.2848,0.3297,30,-0.0278,-0.0337,0.2039,-0.0934,-0.061,20.9,0.04,0.0144,4373,29989,0.1759,0.3126,1.51,88,1
100885,Transportation,5.6,East Baton Rouge,92054,0.0779,0.1235,1504.71,0.22,9,43315,0.4705,0.0561,36,60,2,1,29410.51,1,0.0238,677,2,0,0,285.58,0.0645,0.2325,0,0.2678,-0.0992,-0.0855,0.027,0.0247,33.9,0.5086,0.0231,5069,57941,0.1771,-0.2033,18.08,100,1
100886,Retail,21.7,Ouachita,68362,0.0654,0.3857,6644.41,1.9,0,104739,1.5321,0.035,48,0,1,1,19735.17,,-0.1187,850,0,0,0,0,,,0,0.1237,-0.123,0.0961,0.0442,0.0108,62.5,0.1521,0.0131,7708,52923,0.1884,-0.1237,35.77,3,0
100887,Professional Services,2.8,Ouachita,899121,0.1168,0.0932,78927.1,1.16,0,1478109,1.6439,0.0592,12,0,1,9,285837.24,,0.1125,776,0,0,0,1538.83,0.098,0.0577,0,-0.1866,-0.1713,-0.2798,0.0501,-0.0495,28,0.1231,0.0107,6328,26721,0.2881,0.2846,13.24,47,0
100888,Food Services,4.5,Calcasieu,160603,0.0159,0.2208,2668.62,0.26,0,0,0,0.0524,0,0,0,2,56841.18,,-0.0488,721,0,0,0,1214.19,-0.1026,0.5605,0,0.0294,0.2053,-0.2254,0.099,-0.083,66.3,0.0329,0.0187,5810,37925,-0.1894,-0.132,59.94,60,0
100889,Retail,5.3,East Baton Rouge,381587,-0.184,0.1924,11621.72,0.45,0,112676,0.2953,0.035,36,0,3,2,203205.82,1,-0.2964,782,0,0,0,0,,,0,-0.0645,0.0193,-0.2453,-0.0589,0.0336,30.3,0.0971,0.018,6959,46816,-0.2033,0.0645,13.26,38,0
100890,Food Services,7.9,Rapides,832237,-0.0025,0.0472,11285.35,,0,1460974,1.7555,0.0583,36,0,4,7,236842.08,0,-0.0125,733,0,0,0,3031.92,0.025,0.0621,0,0.2467,-0.171,0.1554,0.1091,0.2251,76.3,0.4866,0.0172,2155,40137,0.1685,-0.2217,48.14,69,0
100891,Manufacturing,2.7,Rapides,382833,0.0195,0.2215,1522.26,0.06,0,0,0,0.0432,0,0,0,4,193562.84,0,0.2005,,0,0,0,1545.5,-0.0602,0.331,0,0.0952,0.1572,-0.1942,0.1486,-0.2254,48.2,0.1427,0.0211,4108,23859,-0.1377,-0.1554,51.64,9,0
100892,Real Estate,4.2,St. Tammany,161805,-0.2283,0.1038,11990.41,0.99,0,0,0,0.0636,0,0,0,1,50904.12,0,-0.198,837,0,0,0,1064.14,-0.3229,0.2557,0,-0.0224,-0.1146,-0.0375,-0.0016,-0.0843,51.7,0.0631,0.0145,3801,35047,-0.1137,-0.3005,25.13,15,0
100893,Real Estate,4,Rapides,321251,0.0057,-0.0312,11167.07,0.4,0,0,0,0.0512,0,0,0,2,137180.74,0,-0.0763,716,1,0,0,0,,,0,-0.1366,0.0416,-0.3017,0.0908,0.0882,53.5,0.0958,0.0072,5320,46152,-0.0359,0.1366,43.26,47,0
100894,Construction,2.6,East Baton Rouge,1924353,0.0164,0.1584,17193.25,0.13,0,2353289,1.2229,0.0809,24,60,1,9,732355.34,1,-0.002,683,0,0,0,2111.94,0.0426,0.1363,0,-0.0673,-0.0675,-0.1744,0.0163,-0.026,29.7,0.6079,0.0134,4320,52842,0.0839,0.1099,16.08,96,1
100895,Professional Services,5.3,Ouachita,274895,-0.0845,0.1172,20530.84,1.02,0,486159,1.7685,0.0469,36,0,2,2,82241.05,0,-0.1088,721,0,0,0,1982.76,-0.0301,0.443,0,-0.124,-0.2461,-0.1446,-0.0419,-0.2042,36.4,0.2059,0.0103,7294,90410,0.1616,0.0939,5.34,71,0
100896,Food Services,9.5,St. Tammany,377400,0.1075,0.3316,1238.22,0.06,0,638714,1.6924,0.035,48,15,1,2,100919.89,3,0.1722,670,0,0,0,0,,,0,-0.041,0.0011,0.3143,0.0899,0.1856,79.8,0.2473,0.0102,8152,63252,0.1064,0.041,56.92,100,1
100897,Food Services,1.6,Orleans,295616,0.1597,0.2046,12085.37,0.62,9,306534,1.0369,0.062,60,0,1,1,102180.54,0,0.1614,776,1,0,0,1771.52,0.0233,0.7516,0,0.0238,-0.0643,0.187,0.0555,0.0019,39.8,0.2455,0.0176,2850,53793,0.224,-0.0005,26.22,53,0
100898,Real Estate,6,East Baton Rouge,886901,-0.116,0.0688,27488.61,0.4,0,174940,0.1972,0.0796,36,0,1,6,222500.54,0,-0.0975,686,0,0,0,5406.26,-0.0742,0.2203,0,0.0833,-0.0964,0.1382,-0.001,0.0606,59.6,0.0654,0.0246,6685,50983,-0.0196,-0.1575,30.84,47,0
100899,Retail,6.9,Jefferson,1519774,0.0628,0.2444,174852.8,1.83,0,491988,0.3237,0.0566,36,0,2,7,644448.33,,-0.0086,,0,0,0,14644.27,0.0008,0.1769,0,0.1666,-0.1377,0.0351,0.0291,0.0743,51.8,0.0442,0.0069,5973,40874,0.2005,-0.1658,27.1,10,0
100900,Retail,6.8,Rapides,5685466,0.23,0.0954,389533.58,0.91,0,0,0,0.069,0,0,0,43,3110349.72,0,0.3087,771,1,0,0,0,,,0,0.0828,-0.1659,0.104,0.0246,-0.0175,19.5,0.1895,0.0212,5827,79399,0.3959,-0.0828,5.86,16,0
100901,Food Services,25.6,Ouachita,335056,-0.1923,0.1969,15146.29,0.68,0,325679,0.972,0.0457,36,15,1,2,,1,-0.4314,762,0,0,0,2690.16,-0.1646,0.362,0,-0.2489,-0.001,-0.0959,0.0418,0.0223,49.4,0.2828,0.0099,8959,54319,-0.1913,0.0843,33.77,66,0
100902,Retail,6.9,Tangipahoa,1646329,-0.3359,0.1037,54948.34,0.45,0,899679,0.5465,0.0449,36,0,2,37,839255.98,2,-0.4043,690,0,0,0,0,,,0,0.0921,0.0128,0.0957,0.156,0.0525,50.3,0.2492,0.0242,8379,67610,-0.3487,-0.0921,46.42,91,1
100903,Retail,4.9,Rapides,1052183,-0.1771,0.0194,22898.66,0.27,0,449535,0.4272,0.0816,12,0,1,17,445579.18,0,-0.1705,802,0,0,0,1197.84,-0.2793,0.4302,0,0.0535,0.1187,0.0204,0.2632,0.0215,38,0.1533,0.0222,6417,61122,-0.2958,-0.3328,55.06,41,0
100904,Professional Services,3.5,Jefferson,351333,0.1459,0.1238,9890.62,0.39,0,345479,0.9833,0.045,36,0,1,4,132778.89,0,0.2299,810,0,0,0,0,,,0,-0.1416,-0.1611,-0.0612,0.058,0.1807,30.3,0.3442,0.0153,8752,46095,0.307,0.1416,15.92,24,0
100905,Construction,4,Ouachita,129897,-0.0705,0.3037,8326.47,1.1,0,0,0,0.035,0,0,0,1,65579.19,0,-0.1302,,0,0,0,0,,,0,0.0936,-0.0413,-0.2386,-0.0307,0.0789,48.4,0.1148,0.0205,8791,69922,-0.0292,-0.0936,23.9,0,0
100906,Real Estate,3,Calcasieu,398901,-0.2425,0.1271,11861.07,0.41,0,0,0,0.0572,0,0,0,2,137149.13,0,-0.2046,802,0,0,0,1094.47,-0.147,0.1364,20,-0.1804,-0.0734,-0.0643,-0.0668,0.0359,52.2,0.2001,0.0127,3807,68079,-0.1691,0.0334,20.97,20,0
100907,Transportation,3.6,Rapides,240038,0.3093,0.1675,5358.1,0.32,0,420962,1.7537,0.035,48,60,1,1,78848.9,0,0.3854,711,0,0,0,0,,,0,0.2275,-0.0337,0.0668,0.0965,0.0969,30.9,0.0598,0.0065,3330,36607,0.343,-0.2275,26.5,71,0
100908,Food Services,4.3,St. Tammany,515508,-0.2297,0.0427,46067.15,1.12,0,739378,1.4343,0.0572,36,0,4,3,163472.48,1,-0.1959,691,0,0,0,0,,,0,0.1897,-0.0032,0.1034,0.0854,-0.2104,37.5,0.0327,0.0125,8408,47212,-0.2265,-0.1897,30.88,92,1
100909,Food Services,5.2,Lafayette,321284,-0.0075,0.0934,11058.26,,0,386958,1.2044,0.0879,36,0,3,2,151681.83,,0.0696,756,0,0,0,0,,,0,0.0649,-0.115,0.0362,-0.1004,0.082,59,0.0321,0.0071,4281,50772,0.1075,-0.0649,19.61,47,0
100910,Construction,8.8,East Baton Rouge,526640,0.192,0.2271,,0.74,0,0,0,0.0387,0,0,0,5,203885.55,,0.3178,761,0,0,0,4521.35,0.2473,0.2012,0,0.0711,0.0262,-0.0039,-0.1664,0.1121,37.6,0.2711,0.0132,3922,47600,0.1658,0.1762,7.23,3,0
100911,Professional Services,3.3,Jefferson,1572305,0.1774,0.1168,68291.13,0.59,0,0,0,0.035,0,0,0,9,551314.6,0,0.1256,,0,0,0,7704.4,0.3479,0.0783,0,0.2093,-0.1648,0.0222,0.1739,-0.0851,56.5,0.0485,0.0224,7187,38026,0.3422,0.1386,43.05,11,0
100912,Food Services,3.3,Rapides,1155308,0.1218,0.0581,27063.26,0.3,0,1288186,1.115,0.0608,84,0,2,14,348757.35,1,0.0259,,0,0,0,0,,,0,0.0535,0.1625,0.0694,0.0423,0.075,53.1,0.3058,0.0106,4703,58715,-0.0407,-0.0535,44.22,54,0
100913,Professional Services,6.5,Orleans,50169,-0.1169,0.2453,1495.42,0.47,7,62399,1.2438,0.0371,60,0,1,1,22396.26,5,-0.1782,,2,0,0,104.24,-0.178,0.1366,0,-0.0793,0.0775,-0.4183,-0.0097,0.0287,72.5,0.1773,0.0077,2831,53852,-0.1944,-0.0987,46.4,100,1
100914,Construction,6.6,Tangipahoa,669353,0.1527,0.1686,,0.2,0,539383,0.8058,0.0457,48,0,1,5,277136.56,1,0.2603,707,0,0,0,0,,,0,-0.1729,0.1324,-0.2845,0.2527,0.0963,62.5,0.1178,0.0238,8912,31230,0.0203,0.1729,69.39,54,0
100915,Healthcare,3.9,Ouachita,1111268,0.0332,0.314,58675.76,0.92,0,1281822,1.1535,0.0458,36,30,4,8,412623.53,0,0.0183,,0,0,0,2867.98,0.1637,0.2042,0,0.2352,-0.1256,-0.0501,-0.0317,-0.0429,46.9,0.2292,0.0187,4651,30757,0.1588,-0.0715,18.69,25,0
100916,Construction,1.8,Jefferson,2634654,0.1194,0.1673,288025.8,1.58,0,584086,0.2217,0.035,36,0,1,14,1155068.57,0,0.1747,800,0,0,0,19428.28,-0.0007,0.4005,0,0.0624,-0.0452,0.6132,-0.0216,0.0494,40.8,0.316,0.0226,3501,66611,0.1646,-0.0631,20.06,8,0
100917,Food Services,11.4,East Baton Rouge,265919,0.3315,0.1019,15274.84,0.77,0,165256,0.6215,0.0595,60,0,1,2,130257.3,0,0.2249,751,1,0,0,1378.83,0.2294,0.0638,0,-0.083,0.0101,-0.1472,-0.0585,-0.1067,64,0.0409,0.0181,7022,65695,0.3214,0.3124,33.06,30,0
100918,Technology,8.2,Rapides,791078,-0.2326,0.1824,86136.56,1.6,0,0,0,0.0526,0,0,0,4,,0,-0.1428,767,0,0,0,3790.63,-0.3311,0.5252,0,0.1772,-0.0348,0.0014,-0.033,0.016,42.1,0.1073,0.0101,6859,52926,-0.1978,-0.5083,20.22,22,0
100919,Transportation,6,Orleans,346848,0.1148,0.0416,21792.4,0.79,0,171954,0.4958,0.0852,48,0,2,2,165815.83,,0.1,707,0,0,0,2691.38,-0.0327,0.236,0,-0.2211,-0.1226,0.0006,0.0227,0.0602,15.3,0.1136,0.0152,3998,52480,0.2374,0.1884,5.32,43,0
